FID	IID	Pheno
7687	7687	1.1596228146303
7033	7033	1.20928168800571
7011	7011	0.375827871360413
9862	9862	-0.206522146145285
7700	7700	-0.992216056215634
5796	5796	-0.508184619630755
9051	9051	1.17444446752076
1284	1284	-1.03614681030972
6777	6777	0.382875118205408
3883	3883	-0.379201630252617
1975	1975	-0.235521824895287
532	532	1.0860987809735
6760	6760	1.16991932399653
5811	5811	0.274981018811526
1067	1067	-1.37286194001574
2925	2925	0.472021312984255
3059	3059	-0.342094715167314
5557	5557	1.00123649442297
5164	5164	-0.684656576969547
5296	5296	1.2661651763377
8302	8302	-0.616450412338458
68	68	0.0209147141937924
969	969	-1.78398974150761
9338	9338	-0.424412132642727
573	573	0.676130165026283
8993	8993	-0.779865512289486
5220	5220	-0.250051165035746
4677	4677	-1.27098129041427
589	589	-0.988151338713075
6769	6769	-0.0995270886036559
4226	4226	-0.687409717134116
470	470	-1.50472887545689
7270	7270	-2.42319993973832
9909	9909	0.0969704391955993
1506	1506	0.415304651808573
6215	6215	-0.365556543619794
4322	4322	0.303568459776309
8134	8134	0.0584689854395825
3109	3109	-1.1032688664964
8565	8565	1.17554690871651
5754	5754	0.0805663616355813
6586	6586	-0.361565341302302
956	956	0.374899201899078
3037	3037	1.1944488308102
9791	9791	-0.89761133488837
8170	8170	1.09427548972643
8343	8343	0.602038470312883
4449	4449	-0.977300677153156
9155	9155	-0.837176723736301
9070	9070	-0.237628249410678
4290	4290	0.852344623998122
4759	4759	-1.30154403596623
3873	3873	-0.098585344745463
1716	1716	-0.495878210264204
7794	7794	-0.701283930051194
4395	4395	-0.433389469849182
1374	1374	0.981833691224618
3532	3532	-0.508430174125394
2020	2020	0.0243125331319962
340	340	0.445682774851361
2980	2980	1.57334110492451
3886	3886	-1.74231390372221
9772	9772	0.287000867965089
1980	1980	-0.160534655786154
118	118	1.05199563321784
9889	9889	-1.49868535626037
8796	8796	0.647274006752998
2520	2520	-0.137479872860112
5006	5006	1.21914075434962
3482	3482	0.798408535613052
4177	4177	-1.05865461814161
2376	2376	-0.907415246727888
7553	7553	-0.379875216185451
379	379	1.22283690482492
368	368	-0.852528455717087
3160	3160	0.604575110749765
7081	7081	1.76350617111649
2319	2319	1.15865253740628
7284	7284	1.38458332967457
7503	7503	-0.717754337438066
2091	2091	-1.05806023414545
3637	3637	-0.752809511731234
4062	4062	0.182807422048833
3983	3983	-0.873139287651165
4034	4034	1.31757474083484
5976	5976	1.34995613433184
5851	5851	-1.13760067063357
7952	7952	0.150224164120398
1894	1894	-2.3627641380796
354	354	0.662033275704301
8126	8126	-0.870502062540199
772	772	-0.434618566701766
8143	8143	-0.81344043840227
5997	5997	-2.39561878492545
9328	9328	1.3462769853764
5284	5284	-0.576000129560282
8411	8411	0.812559612647371
1005	1005	-0.768224559846859
3956	3956	0.189073668809118
3187	3187	-0.905552890004332
1897	1897	0.285980761820045
161	161	-0.83759523846286
1841	1841	-0.65005510468468
601	601	0.355570572791744
4521	4521	-0.948856124851258
8080	8080	-0.343934970783854
212	212	-0.795910946161296
7140	7140	0.0594126855713443
7227	7227	-0.656613078718707
9805	9805	0.368456923953841
8862	8862	0.974242176965598
6741	6741	-0.176768902799864
7797	7797	0.476224786410604
7717	7717	0.841722263427629
3889	3889	0.195749346623204
1873	1873	-2.89360712013478
353	353	0.746794344253032
1470	1470	1.32953600734062
2549	2549	0.238240801893725
5475	5475	1.31068978327237
2494	2494	-0.848440482532328
926	926	1.32805815182714
9538	9538	2.2641036969044
189	189	0.915214874143729
5053	5053	0.451157529836783
7116	7116	1.21671237573223
5423	5423	-1.50479310779753
4110	4110	0.057661085382979
1798	1798	-1.08471058945789
9137	9137	1.67581236437339
7945	7945	0.420730693057099
7843	7843	-1.81206993575857
3808	3808	1.26473178856611
2919	2919	-0.817935855969141
7338	7338	-0.996705623876999
4675	4675	-0.0998061714133003
3179	3179	0.26527779472323
4870	4870	1.09898288293595
7943	7943	-0.636904829482676
3831	3831	0.0761886647435513
4306	4306	2.07472410009438
6634	6634	0.816385088494749
8422	8422	0.623490606437095
5721	5721	2.25657904010622
5830	5830	1.7731181366576
714	714	0.361489289244366
737	737	-0.748739517794858
7445	7445	-1.80808195939183
2150	2150	-0.482228300857336
9214	9214	-0.101471030428838
4976	4976	0.831704115964823
8959	8959	-0.41249162816577
6273	6273	-1.16078158829674
4782	4782	-0.73763080576203
4909	4909	1.96612387065702
3517	3517	1.44292320995603
8087	8087	0.0652021885586258
4897	4897	1.08256504901319
7487	7487	0.90092335926098
7644	7644	1.10994289632372
8196	8196	1.10418464080647
3856	3856	1.66312589317428
2509	2509	1.33163968949442
8788	8788	0.1024847208122
6704	6704	-0.225511053384293
1763	1763	1.25211671964894
3414	3414	1.21010009866484
2116	2116	-0.192943177802283
8699	8699	0.70011627910041
5139	5139	0.0566472336830373
889	889	0.212807014663469
1469	1469	0.626027678942813
8464	8464	-0.920343799722615
7005	7005	-0.365496679837408
3630	3630	0.179581788840279
8787	8787	0.335892027797461
1624	1624	-0.392935671094929
6063	6063	-0.867154878162173
1838	1838	-2.04408295363198
7762	7762	0.395590093775268
2175	2175	1.23079059680369
1	1	0.417355471067546
2273	2273	-0.458716302075752
621	621	0.9984543307375
4863	4863	-0.576017251779116
6354	6354	-1.46531686170275
5332	5332	0.836012205007862
8292	8292	0.142063986087703
1208	1208	0.159337720251152
2822	2822	-1.52939569404983
84	84	0.0329695675485475
5781	5781	-0.376548080607088
4102	4102	-0.589411813122293
8798	8798	1.98061873192345
5381	5381	0.0245654537575586
7903	7903	0.444899990574133
8183	8183	0.609719882792405
6106	6106	-0.590150274867646
9677	9677	1.234583999244
6795	6795	-0.726422413965559
4197	4197	0.138603259823926
4812	4812	0.843210741194876
3519	3519	0.44570433652621
146	146	-0.868807581366385
4578	4578	-0.953763048691305
5394	5394	0.365898543116095
2865	2865	0.634811204205394
6902	6902	-0.251407507293935
2877	2877	-0.253238538319935
1161	1161	-0.624058289974076
3998	3998	0.831025828303082
341	341	-0.586297860075483
1424	1424	0.135453801496455
8261	8261	-1.50754852745705
3743	3743	0.0941750443376248
579	579	1.03957266095063
3407	3407	1.31133437148435
5478	5478	-2.60539938213242
5756	5756	0.236842309609452
9394	9394	-1.21507074463542
4445	4445	-2.00291003321178
5473	5473	0.479960468661129
1360	1360	1.05661734443993
145	145	-0.686487776200463
5973	5973	1.25081562294823
4012	4012	-0.274187526982868
9857	9857	0.635227765144648
7315	7315	-0.46320788566721
3674	3674	-0.0823990065043465
2396	2396	0.0743241525260678
7615	7615	-1.58656361139439
7569	7569	-0.394376012994856
5328	5328	0.161353192936015
6649	6649	-1.72226991523128
4537	4537	-0.914997936748841
8526	8526	0.242269755396841
5428	5428	-0.909818871643481
7331	7331	-0.0473307313069876
9186	9186	-0.664846002380225
2666	2666	0.686756153278774
8335	8335	0.260550806432822
1781	1781	-0.825598248824382
1044	1044	0.337823303112102
8227	8227	0.595091212909153
2261	2261	0.222580183502665
3077	3077	0.933037949617771
8	8	-0.345427424956654
8918	8918	0.270894368400556
9893	9893	0.130587914735865
1254	1254	2.425555341935
8941	8941	-0.688855525179694
4638	4638	0.361562816537543
9892	9892	0.0998567954454299
4720	4720	-0.921702755889815
5850	5850	-0.550803685047674
1096	1096	0.150343443664614
1511	1511	-0.767796771074661
1561	1561	-0.145988920439671
8349	8349	-1.79274685738005
4480	4480	-0.750332185215949
9644	9644	0.568340616014906
5701	5701	0.969371193763157
9385	9385	-0.555526888727777
8141	8141	-1.42085724059258
9537	9537	0.196630256584079
8260	8260	1.67735301582639
4067	4067	0.180681942490389
4292	4292	-1.38892882763624
7180	7180	0.541279873492851
8479	8479	-0.562427374719295
8746	8746	0.706264909329962
8357	8357	-0.636484483599088
9410	9410	1.3249008448516
142	142	-2.04988870105016
3992	3992	1.05285591944051
7617	7617	0.19460578914987
5536	5536	-2.13803673407717
6225	6225	-2.00248989971947
7	7	0.793471893151401
9248	9248	-1.03207949586488
3922	3922	0.358957900513732
1444	1444	-0.134848693405263
2275	2275	-0.603646296867297
3764	3764	1.36232705052163
9399	9399	1.17289856974632
5860	5860	-0.517421463305543
6647	6647	1.4044876134316
9581	9581	0.587969052811671
4571	4571	-1.02700637812523
1606	1606	-0.258996533956521
4125	4125	-0.494246583011774
7975	7975	-1.05340162182567
7262	7262	0.106429049702248
8035	8035	1.72077104784106
6168	6168	-0.375109677647666
4493	4493	-0.433121036160456
2568	2568	0.718209183598775
445	445	1.19383725403508
4281	4281	-0.843316022958824
7312	7312	-1.48777094139345
2249	2249	-1.76764809338053
3252	3252	-1.10502104090912
6539	6539	0.0830935330202821
6090	6090	0.800170067041477
3604	3604	-0.671923077241036
5982	5982	-1.8595113958581
1613	1613	2.19875800643286
4086	4086	-0.712262027148001
9103	9103	0.330944616406602
5218	5218	-1.43618605685584
7173	7173	-0.222189056811098
4866	4866	0.946224345602503
3974	3974	0.588717003322861
431	431	-1.57822160989175
6930	6930	-1.44803907615842
8121	8121	-1.07299639737255
5773	5773	2.07431673547299
1529	1529	0.38569442940163
7376	7376	-0.760765138789384
3486	3486	-0.15709894490599
3522	3522	-1.13920412344217
498	498	0.398542796356234
3714	3714	1.38264817706287
9388	9388	0.117565632704548
9792	9792	0.39554837839388
6430	6430	0.0505257605326728
5917	5917	-0.790015644231093
1655	1655	0.835517280237721
8715	8715	0.182490791390665
3732	3732	0.32202946335553
1889	1889	0.209631291977584
7061	7061	1.45050888184084
6210	6210	0.622986849702922
1101	1101	-0.206189268519223
6095	6095	-1.66549143342267
4932	4932	0.00246328727891923
4837	4837	0.0199941920838219
4021	4021	-0.864103847851572
6992	6992	0.351716061119167
4133	4133	-0.595557293268348
7935	7935	-0.592245847444724
8730	8730	-0.595688140998194
5948	5948	-0.563384651669462
6874	6874	-0.0587165094652117
1239	1239	-0.26285835202628
2643	2643	-1.15058538130695
6163	6163	-0.493423588048137
1438	1438	0.970901129313217
1221	1221	1.43696186478675
8953	8953	1.23262399247036
9728	9728	0.114245829893889
2257	2257	-0.474527073278149
5861	5861	0.783772344353951
8400	8400	0.414742416480046
2692	2692	-1.23509743312491
4570	4570	-0.782241678252684
2627	2627	-0.0203121981254105
8244	8244	-1.08953864987598
1645	1645	-1.44817104292548
2039	2039	0.124389096495655
266	266	1.83375828347734
9424	9424	-1.2823839744794
356	356	2.40499019381373
2292	2292	-0.685774217706908
743	743	1.29360193626448
8098	8098	-1.3363167269485
2844	2844	0.0692416763177311
2338	2338	-0.560480774308955
4904	4904	-1.14960952034898
2235	2235	0.0810847344755061
8643	8643	0.0742241721666697
9351	9351	-0.66181419768087
8277	8277	-1.34662474675974
758	758	0.438203249162688
2065	2065	-1.15310461607513
4365	4365	-1.08706649791363
9101	9101	0.923849118139735
6291	6291	0.00153910982269099
512	512	-0.0860152296519922
1874	1874	0.198642654560332
309	309	0.599155443718567
5954	5954	-0.632757796512177
823	823	1.64730283881628
830	830	0.0154908887687426
1799	1799	0.0135910315319173
1518	1518	-0.43801909492384
5275	5275	0.520129498681317
5826	5826	-0.512625874066611
6942	6942	0.347557763641859
845	845	0.0654861155516054
4419	4419	-0.617077195109842
7546	7546	0.793653239421683
6067	6067	0.0898341336253409
2168	2168	0.819900530952761
686	686	-1.23951562417932
8964	8964	0.0543573632345909
8820	8820	-1.14510153141253
2283	2283	1.43578170013489
6325	6325	0.913491112585504
5223	5223	-0.292241975656648
9546	9546	0.765844122027119
8840	8840	-1.73524286224773
5959	5959	0.237197056757547
1502	1502	0.0830807739470059
4095	4095	-0.37818226846868
7856	7856	-1.580566402285
6543	6543	-0.457614999360434
5452	5452	1.81444174457966
4211	4211	1.41598780265542
1800	1800	0.436122179318105
2160	2160	1.08283198050663
6956	6956	0.0290690443805189
6058	6058	1.33700376706024
8673	8673	0.632263274429995
8826	8826	-1.19182338154444
6064	6064	-0.0667298377479805
8200	8200	-1.31198888374016
1173	1173	-0.726997314182653
5592	5592	0.067641588506699
3614	3614	0.680897319276047
6237	6237	0.762677769981705
5440	5440	2.26256718215679
676	676	-0.893810666352823
2626	2626	0.857430954843991
1261	1261	-0.715517029173792
6800	6800	-0.486865572291383
4454	4454	1.24639019044649
1881	1881	0.0356681371900222
4972	4972	2.12936383809484
6500	6500	0.757150455563438
7655	7655	-0.603171230441498
8301	8301	0.275950614015762
2291	2291	0.6409134809674
534	534	-1.12336305395293
2316	2316	1.01408233692935
8140	8140	0.637825716464515
5143	5143	1.754686256547
3243	3243	0.207852689641686
6567	6567	0.170780161463317
3254	3254	-0.766537840214933
2260	2260	0.300745882225081
9715	9715	0.821274470047475
7364	7364	0.615183661889524
8079	8079	0.241533791253384
9334	9334	0.255691382150406
5764	5764	1.12889442655835
7418	7418	-0.388299724944667
1158	1158	-0.959703628916686
9312	9312	0.205765209217021
1100	1100	0.00488235246745743
2370	2370	-0.00492007364247091
479	479	0.822282533104992
4531	4531	0.930550566246567
6407	6407	-1.14797082904393
2521	2521	-0.778559887354219
2866	2866	-0.178163271239598
4043	4043	-0.65499869946162
8314	8314	-0.0323944232250621
6357	6357	0.738352032095995
4155	4155	1.07618556506712
2950	2950	0.426124336220228
344	344	-2.01837991538813
2	2	-0.905449693601709
1500	1500	0.81607166569785
1242	1242	1.09107298567874
3001	3001	-1.37971017199851
6799	6799	0.211616365990609
5265	5265	1.02710792632719
9163	9163	0.219205110966335
6250	6250	1.27730399169611
6505	6505	1.01163156145175
8352	8352	-1.53839811959005
8822	8822	1.28887368367284
7264	7264	-0.787011018414299
7245	7245	0.519612038366984
3126	3126	-0.229049967949225
568	568	1.14943327617106
1061	1061	0.279408153715586
4101	4101	0.319305280096151
5000	5000	-3.07898359777301
9396	9396	-0.323703198227806
9262	9262	-0.724946200683253
8460	8460	1.2002877639271
8766	8766	0.437789708352471
8136	8136	0.979900779388049
7604	7604	-0.176859076220138
1319	1319	0.914458002585385
4461	4461	-0.514367558714918
5993	5993	-0.412916639748377
7485	7485	0.772871830055827
9684	9684	-0.718680548761059
2264	2264	0.572854227727355
9492	9492	1.03905378054428
4993	4993	-0.154910076800935
6605	6605	0.322770514453518
8927	8927	-1.1019283418196
800	800	-1.10271081664238
6424	6424	-0.278239190771128
5213	5213	0.978568229073419
6110	6110	0.195354074861728
256	256	0.628122438152043
1549	1549	0.226866459644342
5556	5556	-0.169618180505558
1985	1985	-0.704059771792531
8781	8781	0.0561073406979295
2324	2324	1.67808628625541
922	922	-0.484518873874707
8960	8960	-1.02817515425485
8875	8875	1.1650032674453
2399	2399	0.931979863317603
5203	5203	-0.11021863408012
6398	6398	1.34543205156804
4168	4168	1.30994992359659
5149	5149	0.510408693803624
3487	3487	-0.215492063583666
7508	7508	0.429809561580321
5750	5750	1.21620152251954
5941	5941	0.661460624254955
7527	7527	-0.427556681054022
9239	9239	-0.033259319524052
18	18	0.458729981783888
982	982	1.63946949488717
4524	4524	-0.0623325606019308
5142	5142	0.526348161174465
9456	9456	-0.455776871489872
1765	1765	-1.27700774149035
8392	8392	-1.73677123609703
220	220	0.412049476270852
5476	5476	-0.306937469274515
946	946	-0.506423718836306
459	459	1.27193874356849
1966	1966	0.751146001483772
9303	9303	-0.650076684533021
6377	6377	0.367531434808653
6606	6606	0.0457172305093289
1137	1137	-0.944284997927953
3763	3763	-0.238868144391451
3425	3425	-0.127113933346591
6696	6696	-1.6879832101886
1591	1591	-0.0749401715384771
2800	2800	0.499403078341582
7565	7565	0.88486092441477
6301	6301	-0.683833146685903
7015	7015	0.268225933295825
6635	6635	-0.365880246135588
8978	8978	-1.50329789267449
5733	5733	0.476732613934981
156	156	-0.699834994961769
2030	2030	-1.07203718780696
5365	5365	0.265581536890955
3309	3309	2.34754753553022
1106	1106	1.28734107600474
4501	4501	1.21110103549031
5117	5117	1.24403232315057
2467	2467	1.16040943959159
4681	4681	0.670676845417389
4213	4213	0.724922848431198
9687	9687	-1.89614597236291
983	983	-0.443449789006746
2032	2032	-0.0215202854439053
7751	7751	-0.202303587079113
3898	3898	0.805553541487904
8708	8708	0.241346551478075
1052	1052	-0.174614329932592
2659	2659	0.192970412048983
5663	5663	1.24303958958262
3930	3930	-0.669962162540063
984	984	0.322760966227188
8377	8377	-0.237263977164827
3284	3284	0.352586541525946
7749	7749	-0.723418594028834
9533	9533	-0.470939783532155
2908	2908	-0.823692238917334
7841	7841	-0.685515249567374
6578	6578	-1.37905485254614
1586	1586	1.83172274879756
544	544	-0.877121337351966
3675	3675	-0.531087717186964
3467	3467	0.0651668125270859
4637	4637	0.406360045680518
8058	8058	0.0567181737756142
3460	3460	1.0773348064001
4709	4709	-0.190926870859378
6202	6202	0.823763333770891
7357	7357	0.512584481867121
3084	3084	-0.25998378893772
9709	9709	1.05936391632791
7498	7498	0.590962613133881
6069	6069	-1.11065458759734
3987	3987	1.39322078339745
3403	3403	-0.468253666703451
3301	3301	0.529184748907951
1399	1399	0.421852406273642
8704	8704	0.0404042960765102
7430	7430	1.1723859754935
7512	7512	0.473077511641491
6986	6986	-1.21731900119781
8088	8088	0.129734141944213
7593	7593	0.135799237589855
6823	6823	0.854324700618126
9477	9477	2.55251542013977
6446	6446	-0.730494017494471
8770	8770	-0.930763105914195
396	396	-0.483900035757181
5637	5637	-0.0422498160541962
5316	5316	-0.346540566193586
2026	2026	0.679641726106199
1584	1584	-1.19418076709176
5230	5230	-0.314869049925645
4661	4661	-1.08222363000956
5653	5653	-0.884438154851608
9885	9885	1.34738223216751
5950	5950	-0.85937273635086
8555	8555	0.443484211649411
6935	6935	-0.177978646294469
3627	3627	0.419036787007309
9229	9229	0.899140330762458
5775	5775	1.70816591515425
2813	2813	-0.469653210654512
8131	8131	-0.591453321153015
1531	1531	1.69907417187412
5085	5085	-2.2966785216955
3419	3419	-1.31159597094482
8189	8189	-0.0802907835696562
9620	9620	-0.31672243493336
1905	1905	-1.2272199422279
9683	9683	2.15435516253504
4152	4152	-0.114896010081481
1435	1435	0.47692760038721
183	183	0.244934842125344
2982	2982	-0.185437255920221
3027	3027	0.406371730857377
4026	4026	0.0703878482878945
395	395	-0.40606662857736
7230	7230	1.09961218294726
4608	4608	0.537756518408776
8191	8191	-0.269473452357119
268	268	-1.4914500953631
6177	6177	-0.157453899011969
2846	2846	1.61021304357109
2259	2259	1.28636099857649
5356	5356	-0.637477402542831
4894	4894	1.56220575457025
1165	1165	-0.34053806820406
6575	6575	-1.51969564826944
8312	8312	-0.457265565244373
8883	8883	1.18377818671136
5698	5698	0.862692285814038
2176	2176	0.312621244759869
276	276	0.252573678320853
8693	8693	-0.63274701525062
8684	8684	-0.271294829588938
1166	1166	-0.0729872563658919
6491	6491	1.81340383782414
464	464	-1.89940524913307
1803	1803	-0.0196711645285183
7058	7058	-0.946494654735553
1467	1467	1.06523069374282
8385	8385	-1.22682839487121
5005	5005	-0.0656381408549268
4450	4450	1.17908937465274
5542	5542	1.36329636876278
2099	2099	-0.0980129756246008
521	521	0.194723279553359
4763	4763	-0.134381834728584
2891	2891	-0.635083506503718
4507	4507	-0.777872380314517
2778	2778	1.99638830220253
2873	2873	-1.05199155067062
5540	5540	0.791322674617575
4981	4981	-0.187171529447279
5351	5351	-1.42659340866316
2751	2751	-0.201347586496536
7642	7642	-0.000916058445366069
6790	6790	1.17442912786606
1465	1465	-1.3467059192757
9370	9370	0.82634076047325
8077	8077	-0.564957876139983
2587	2587	0.298481502349999
4873	4873	1.60648194759759
1772	1772	-0.0925864707302765
1427	1427	1.80344667770957
7433	7433	-1.01720239739703
5305	5305	-0.606311725402023
9088	9088	0.665043640666549
6157	6157	-0.0113312963515884
4836	4836	-0.19388682769599
7323	7323	-0.168219820284477
1092	1092	-1.47036341240447
3369	3369	1.53036701251111
4000	4000	-0.319417473059981
6821	6821	0.0219874183348806
3054	3054	-0.871692024171049
510	510	-1.29768891908344
1450	1450	1.61661789133885
7756	7756	0.771520235470272
5884	5884	0.0834811985137393
2518	2518	-0.324142972705435
3299	3299	-0.272542731842467
2018	2018	1.1879050240135
8865	8865	0.251801279468599
7305	7305	0.51607261191235
9867	9867	-2.35417772238836
2033	2033	-0.867656593315179
8987	8987	-1.08425198216534
9626	9626	0.244278878452849
5785	5785	-0.115332526538219
2848	2848	-1.33319284542052
9025	9025	-0.496713454698329
7690	7690	1.04876271477021
8832	8832	-0.0703148494940321
5377	5377	2.46897282767748
28	28	0.127118573538735
1215	1215	-1.36812660339375
7045	7045	0.561471793656516
1987	1987	0.415512087877515
7247	7247	0.301770366992724
5303	5303	0.205370696953149
201	201	0.794451945867911
9130	9130	0.770662125626158
1579	1579	-0.03697487299736
2213	2213	-0.221774796078572
2899	2899	2.32702627335427
7495	7495	-0.729936135321131
3399	3399	-0.117197774160154
1988	1988	0.634462351195412
4220	4220	0.279887416604831
1968	1968	-0.617932962828026
8178	8178	-0.377892408060458
4153	4153	1.20643214193884
9232	9232	-2.28738680059036
2769	2769	1.07629908784524
8581	8581	1.85056385342429
8719	8719	0.307757346849834
3050	3050	1.54881239188973
4500	4500	-0.771713540574858
2598	2598	0.121661428537904
6898	6898	0.649352769587589
5587	5587	-0.464526144932416
7894	7894	1.08853971363854
9014	9014	0.0516917446922165
9660	9660	-0.589876636019378
1050	1050	0.998886709477835
8147	8147	-0.495390792192799
8858	8858	-1.78167019561227
6617	6617	1.28359011284754
8310	8310	1.20148772800406
9353	9353	-2.18645364105949
5770	5770	-1.19754617861261
1725	1725	-0.324053606238426
995	995	-0.178427332014416
5239	5239	-0.698842881987334
3812	3812	-0.625828122679142
2218	2218	-0.386557861181208
7379	7379	-1.40275966002724
7937	7937	1.17748926557978
4013	4013	-1.73229773927238
3087	3087	1.00047648767657
2383	2383	-0.780371934902707
6771	6771	0.666690150766144
2156	2156	-0.580566465332744
2470	2470	-1.00559034995494
1246	1246	-0.388800352059693
5238	5238	-0.500475468902547
9332	9332	-0.266570731457834
8389	8389	-1.19680138328758
9813	9813	-0.75811003678618
1556	1556	1.23197926440367
588	588	0.103204024035554
6522	6522	0.310012917981667
3484	3484	NA
1544	1544	-0.930147908724715
6072	6072	-0.409072777490557
5271	5271	0.897146616167279
7368	7368	-2.07664841230971
8414	8414	-0.162012277322178
7609	7609	-0.888981965268885
811	811	-1.60576684529937
5309	5309	0.96586170286635
2972	2972	-0.65939014112702
8069	8069	-0.113703902029448
3771	3771	-0.7287158822533
801	801	-1.53011901326169
6471	6471	-0.093976075134312
899	899	-0.724605113309818
767	767	-0.568769358033203
9646	9646	-1.98152434295867
5028	5028	-0.812262211232399
5408	5408	-0.696627043583691
7631	7631	-0.572903047669739
8870	8870	0.911421860281044
3473	3473	-0.292516472246381
3306	3306	0.282091534083737
4944	4944	0.895232984486473
5755	5755	-0.231643100105462
2986	2986	1.03019640570163
3016	3016	0.704235239676391
1685	1685	-1.33260819261652
4031	4031	-0.641370395930855
1683	1683	-0.145026022280356
8076	8076	-0.328531468113522
9888	9888	0.363112477207389
9404	9404	-1.513700547291
9204	9204	-0.866491512719595
7580	7580	1.49102557460557
7954	7954	0.071499152705636
9539	9539	-2.02957234018246
5632	5632	0.575665406077806
1636	1636	0.345015894419421
7241	7241	1.7822205510169
8742	8742	-0.400830956311826
7679	7679	0.617359316009194
9033	9033	1.74557175131948
2883	2883	0.493056879765426
185	185	-0.953843680882609
955	955	0.180771037126355
3080	3080	1.35151732560708
8418	8418	2.06399046090016
770	770	2.02383287630909
9525	9525	0.444433791901865
941	941	0.0186629599401255
8646	8646	-0.00400194529402959
665	665	1.02430341065294
6271	6271	-0.29656172693575
5839	5839	-1.43504454845345
7948	7948	-1.29199977877952
8194	8194	-0.17231342213321
5526	5526	-0.999155832950299
2739	2739	1.51082914127786
3250	3250	-0.892865511586886
7088	7088	-0.0655816702394399
6182	6182	-0.0963142883669391
8095	8095	1.83217385218982
2430	2430	-1.18186091871012
6952	6952	-0.0380685888337316
4120	4120	-1.15415254147323
7534	7534	-1.48556010222187
543	543	1.08223661791258
769	769	1.1700911667962
499	499	-0.387663020332932
5359	5359	0.94924332537303
942	942	1.09862214071166
5514	5514	2.22972223956029
4673	4673	0.728888510901571
7670	7670	-0.652095083734686
3281	3281	-0.603682972707251
6287	6287	1.15225610369346
9699	9699	1.0934855343542
975	975	-1.17805025954768
9086	9086	0.309219877474947
1393	1393	1.84322471029502
2979	2979	0.881931212695815
4776	4776	-0.0453060368009954
3021	3021	1.53867940361227
1854	1854	-0.216125519259886
846	846	-0.405379298164385
1329	1329	0.597479784850381
4855	4855	0.962832661201709
8028	8028	-0.0984854085135025
8397	8397	0.633928644456681
5680	5680	-0.976828147809866
6316	6316	-0.395167565124037
1566	1566	0.380792098725188
1941	1941	-1.61184826474653
7757	7757	0.941687286219246
1216	1216	0.400185649309139
9549	9549	0.388973180233338
7300	7300	0.605184648836515
1834	1834	-1.1036982773539
9779	9779	0.144022319503385
5538	5538	0.448877768037452
5518	5518	0.559339847986262
247	247	-1.44775141866241
2052	2052	0.25958969173504
8800	8800	0.760027865163103
8483	8483	-0.421864547047595
9252	9252	1.22201311085184
7148	7148	-0.469074456258823
9593	9593	-1.35656757630593
7702	7702	-0.943588879455047
8360	8360	0.898815704166553
322	322	-0.624342120059473
1497	1497	-1.14097127049561
1780	1780	0.186280553095925
3823	3823	0.260597341201601
9551	9551	1.19160420233775
4121	4121	0.239709982504424
1915	1915	-1.12376752068642
6113	6113	-0.168364266864305
